account,full_name,title,domain,where
Fidelity Investments,Sean Liddy,Vice President of Capacity Planning,fidelity.com,exec pass
Fidelity Investments,Stacey Peterson,VP DB Client Service Operations,fidelity.com,exec pass
Fidelity Investments,Tammy DeAngelis,"Vice President, Shared Services Program Practice",fidelity.com,exec pass
Fidelity Investments,Tom MacVeigh,VP Retirement Services Operations,fidelity.com,exec pass
Fidelity Investments,Travis Krahl,"Vice President, Retirement Administration - Center of Excellence Leader",fidelity.com,exec pass
Fidelity Investments,Victor Ramsundar,"Vice President, General Brokerage Operations",fidelity.com,exec pass
Fidelity Investments,Vilma Fuller,"Vice President, Workforce Optimization",fidelity.com,exec pass
Fidelity Investments,Amy Aspinwall,"Vice President, Health Operations Strategic Initiatives",fidelity.com,exec pass
Fidelity Investments,Andrea (Ange) Della Grotta,"VP of Operations, Fidelity Stock Transfer",fidelity.com,exec pass
Fidelity Investments,Andy Plaice,"Vice President, Operational Excellence & Service Enablement",fidelity.com,exec pass
Truist,Jon Ambler,"EVP, Head of Deposits",truist.com,exec pass
Truist,Kelly Buchanan,"Chief Technology, Data, and Operations Officer",truist.com,exec pass
Truist,Steve Hagerman,Chief Technology & Operations Officer,truist.com,exec pass
Truist,Lo Li,"Chief Divisional Technology, Data, & Operations Officer Consumer & Small Business Bank, EVP",truist.com,exec pass
Truist,Jonathan Fisher,Director of Premier Segment (COO Premier Banking),truist.com,exec pass
Truist,Prabhu Krishnadas,SVP - Head of Enterprise Fraud Risk Management,truist.com,exec pass
Truist,Kevin Cranford,Head of Deposits Service Delivery,truist.com,exec pass
Truist,Marc Lyons,Head of Enterprise Fraud Risk Oversight,truist.com,exec pass
Truist,Paul Pitre,Head of Third Party Risk Operations,truist.com,exec pass
Truist,Shefali Patel,Head of Lending Operations,truist.com,exec pass
Truist,Ashley Taylor,Head of Small Business Governance and Operations,truist.com,exec pass
Truist,Catherine McCoy,Head of Business Operations,truist.com,exec pass
Truist,"Eric Reeves, CIA, CRMA",Senior Managing Director - Head of Professional Practices and Operations,truist.com,exec pass
Truist,"Frank Thomas, FRM",Head of Development Operations,truist.com,exec pass
Truist,Jean Albuquerque,Operational Excellence Head of Optimization & Strategic Enablement,truist.com,exec pass
Truist,Sandra Ivette Báez,"SVP - New Accounts, AML & Fraud Risk Manager",truist.com,exec pass
Truist,Adele T.,"Commercial & Corporate Banking, Deposit Operations Manager, VP",truist.com,exec pass
Truist,Alicia Mars,Vice President Credit Operations Senior Manager II| Small Business & Servicing | Truist,truist.com,exec pass
Truist,Alisha Baurer,"VP, Enterprise Fraud Management - Operational Excellence Leader - Fraud Policy and Solutions",truist.com,exec pass
Truist,Amy Strong,"Vice President, Promotions Servicing Manager @ Truist | Banking",truist.com,exec pass
Truist,CG Smith,Vice President - Client Onboarding and Lifecycle Management Manager at Truist,truist.com,exec pass
Truist,Camille Trueheart,"Vice President, Treasury Management Operations",truist.com,exec pass
Truist,Chris Stevens,VP Mortgage Servicing Operations Manager,truist.com,exec pass
Truist,Christine Conway,"VP, Enterprise Fraud Management - Operational Excellence Leader",truist.com,exec pass
Truist,Crystal Cushenbery- Gomez,"Vice President, Fraud Operations, REG E Manager",truist.com,exec pass
Truist,Eddie Rodriguez,Group Vice President Credit Operations,truist.com,exec pass
Truist,Edward (Ted) Fitzgerald,Vice President Bankcard Operations Business Analysis,truist.com,exec pass
Truist,Eric Volpe,Vice President Service Delivery Manager,truist.com,exec pass
Truist,"Hamza Ghauri, MS(Finance), FIS, C3PRMP",Vice President - Third Party Service Manager,truist.com,exec pass
Truist,Jean Schwindt CFA CIA CFE,VP Truist - Strategic Sourcing Management / Third Party Risk Operations Function,truist.com,exec pass
Truist,Jennifer Wild,"VP, Senior Operations Fraud Manager",truist.com,exec pass
Truist,Joseph Culbreth,"VP, Mortgage Processing Manager",truist.com,exec pass
Truist,Josh McCormick,"VP, Mortgage Servicing Business Delivery Manager",truist.com,exec pass
Truist,Justin T. Brown,"VP, Asset Based Lending Operations Manager",truist.com,exec pass
Truist,Lawanda Collins,"Vice President, Third Party Service Manager",truist.com,exec pass
Truist,Lynda Hux,"VP, Sr Manager Credit Operations",truist.com,exec pass
Truist,Michelle Kennedy,Mortgage Servicing Financial Controls Director - VP,truist.com,exec pass
Truist,"Paolo Flores, MBA","VP, Wholesale Business Vendor Manager | Centralized Service Manager II",truist.com,exec pass
Truist,Russ Johnson,"Director/VP, Mortgage Inbound Client Communication and Escalations Operations",truist.com,exec pass
Truist,Sagar Patel,"VP, Strategic Workforce Planning Skills Leader",truist.com,exec pass
Paychex,Tamara L. Hall,"Head of Service/Sr Director, Enterprise Service",paychex.com,exec pass
Regions Financial,Matt Snow,Head of Cash and ATM Operations,regions.com,exec pass
Regions Financial,Candace Clark,"SVP, Internal and External Fraud Risk Manager",regions.com,exec pass
Regions Financial,"Brandon DeLozier, MBA, MACS.","AVP, Fraud Operations Management",regions.com,exec pass
Regions Financial,Montinike Hobbs,"AVP, Mortgage Processing Loan Fulfillment Manager",regions.com,exec pass
Regions Financial,Rajat Peer,AVP - Cards & Payments Administration,regions.com,exec pass
Regions Financial,Roslyn Blunt,AVP Consumer Collections,regions.com,exec pass
Regions Financial,Valerie Milam,AVP/Mortgage Operations,regions.com,exec pass
Regions Financial,Kimberly Woodall,"Vice President, Problem Asset Management Business Process Manager",regions.com,exec pass
Regions Financial,Melissa Cushenbery,Regional Operations Manager\VP,regions.com,exec pass
Regions Financial,Molly Davis,"VP, Business Process Modeler | Operational Excellence",regions.com,exec pass
Regions Financial,Ryan Biasco,VP Operations Manager Lockbox Services,regions.com,exec pass
Regions Financial,"Ryan Todd, M.S.","Enterprise Operations Manager, VP",regions.com,exec pass
Regions Financial,Stephanie Williams Dill,"Vice President, Enterprise Operations",regions.com,exec pass
Regions Financial,Steve Tichler,Vice President Operations,regions.com,exec pass
Regions Financial,Cindy Light,Operations Manager II / AVP,regions.com,exec pass
Regions Financial,"David King, CCMP","Assistant Vice President, Business Process Management",regions.com,exec pass
Regions Financial,Jamie Tindel,"AVP, Regional Operations Manager",regions.com,exec pass
Regions Financial,Kelli Jones,"AVP, Debt Operations",regions.com,exec pass
Regions Financial,LeElla Herring,"Operations Manager, AVP",regions.com,exec pass
Regions Financial,Travis Timmerman,"Assistant Vice President, Red Team Operations",regions.com,exec pass
