user_id,date,agent,uses
user03@sample.invalid,2026-08-10,CRM assistant,2
user03@sample.invalid,2026-08-11,Data explainer,1
user03@sample.invalid,2026-08-12,Knowledge assistant,1
user03@sample.invalid,2026-08-13,Drafting assistant,1
user03@sample.invalid,2026-08-14,CRM assistant,1
user03@sample.invalid,2026-08-17,Meeting summarizer,1
user03@sample.invalid,2026-08-18,Drafting assistant,2
user03@sample.invalid,2026-08-19,Drafting assistant,1
user03@sample.invalid,2026-08-20,Knowledge assistant,2
user03@sample.invalid,2026-08-21,CRM assistant,1
user03@sample.invalid,2026-08-24,Drafting assistant,2
user03@sample.invalid,2026-08-25,CRM assistant,1
user03@sample.invalid,2026-08-26,Data explainer,1
user03@sample.invalid,2026-08-27,Meeting summarizer,1
user03@sample.invalid,2026-08-28,CRM assistant,2
user03@sample.invalid,2026-08-31,Meeting summarizer,1
user03@sample.invalid,2026-09-01,Knowledge assistant,1
user03@sample.invalid,2026-09-02,Data explainer,1
user03@sample.invalid,2026-09-03,CRM assistant,1
user03@sample.invalid,2026-09-04,Meeting summarizer,1
user04@sample.invalid,2026-07-15,Meeting summarizer,2
user04@sample.invalid,2026-07-16,Drafting assistant,1
user04@sample.invalid,2026-07-22,Data explainer,1
user04@sample.invalid,2026-07-23,Drafting assistant,1
user04@sample.invalid,2026-07-24,Drafting assistant,1
user04@sample.invalid,2026-07-27,Drafting assistant,2
user04@sample.invalid,2026-07-28,Knowledge assistant,1
user04@sample.invalid,2026-07-29,Knowledge assistant,1
user04@sample.invalid,2026-07-30,Knowledge assistant,1
user04@sample.invalid,2026-07-31,Knowledge assistant,2
user04@sample.invalid,2026-08-03,Meeting summarizer,1
user04@sample.invalid,2026-08-04,Knowledge assistant,1
user04@sample.invalid,2026-08-05,Roleplay coach,2
user04@sample.invalid,2026-08-06,Meeting summarizer,1
user04@sample.invalid,2026-08-07,Data explainer,1
user04@sample.invalid,2026-08-10,Knowledge assistant,1
user04@sample.invalid,2026-08-11,Data explainer,1
user04@sample.invalid,2026-08-12,Roleplay coach,1
user04@sample.invalid,2026-08-13,Drafting assistant,1
user04@sample.invalid,2026-08-14,Knowledge assistant,2
user04@sample.invalid,2026-08-17,Data explainer,1
user04@sample.invalid,2026-08-18,Knowledge assistant,1
user04@sample.invalid,2026-08-19,Data explainer,1
user04@sample.invalid,2026-08-20,Drafting assistant,2
user04@sample.invalid,2026-08-21,Data explainer,2
user04@sample.invalid,2026-08-24,Knowledge assistant,1
user04@sample.invalid,2026-08-25,Data explainer,1
user04@sample.invalid,2026-08-26,Data explainer,2
user04@sample.invalid,2026-08-27,Knowledge assistant,1
user04@sample.invalid,2026-08-28,Knowledge assistant,2
user04@sample.invalid,2026-08-31,Roleplay coach,1
user04@sample.invalid,2026-09-01,Knowledge assistant,1
user04@sample.invalid,2026-09-02,Drafting assistant,2
user04@sample.invalid,2026-09-03,Drafting assistant,1
user04@sample.invalid,2026-09-04,Meeting summarizer,1
user05@sample.invalid,2026-07-29,Drafting assistant,1
user05@sample.invalid,2026-07-31,Drafting assistant,1
user05@sample.invalid,2026-08-03,Data explainer,2
user05@sample.invalid,2026-08-04,Data explainer,1
user05@sample.invalid,2026-08-05,Meeting summarizer,1
user05@sample.invalid,2026-08-07,Data explainer,1
user05@sample.invalid,2026-08-12,Meeting summarizer,1
user05@sample.invalid,2026-08-13,Meeting summarizer,1
user05@sample.invalid,2026-08-14,Meeting summarizer,1
user05@sample.invalid,2026-08-17,Meeting summarizer,2
user05@sample.invalid,2026-08-18,Data explainer,1
user05@sample.invalid,2026-08-19,Meeting summarizer,1
user05@sample.invalid,2026-08-20,Data explainer,2
user05@sample.invalid,2026-08-21,Data explainer,1
user05@sample.invalid,2026-08-24,Drafting assistant,2
user05@sample.invalid,2026-08-25,Meeting summarizer,1
user05@sample.invalid,2026-08-27,Data explainer,1
user05@sample.invalid,2026-08-28,Drafting assistant,2
user05@sample.invalid,2026-09-01,Data explainer,1
user05@sample.invalid,2026-09-02,Drafting assistant,1
user05@sample.invalid,2026-09-03,Data explainer,1
user06@sample.invalid,2026-07-20,Drafting assistant,1
user06@sample.invalid,2026-07-29,Knowledge assistant,1
user06@sample.invalid,2026-07-30,Drafting assistant,1
user06@sample.invalid,2026-08-03,Meeting summarizer,2
user06@sample.invalid,2026-08-10,Meeting summarizer,1
user06@sample.invalid,2026-08-11,Drafting assistant,1
user06@sample.invalid,2026-08-12,Meeting summarizer,1
user06@sample.invalid,2026-08-13,Knowledge assistant,1
user06@sample.invalid,2026-08-14,Meeting summarizer,1
user06@sample.invalid,2026-08-17,Drafting assistant,1
user06@sample.invalid,2026-08-19,Drafting assistant,2
user06@sample.invalid,2026-08-20,Knowledge assistant,1
user06@sample.invalid,2026-08-21,Drafting assistant,1
user06@sample.invalid,2026-08-24,Meeting summarizer,1
user06@sample.invalid,2026-08-26,Meeting summarizer,2
user06@sample.invalid,2026-08-27,Knowledge assistant,1
user06@sample.invalid,2026-08-28,Knowledge assistant,1
user06@sample.invalid,2026-08-31,Knowledge assistant,1
user06@sample.invalid,2026-09-01,Knowledge assistant,1
user06@sample.invalid,2026-09-04,Knowledge assistant,1
user07@sample.invalid,2026-07-23,Data explainer,2
user07@sample.invalid,2026-07-24,Data explainer,1
user07@sample.invalid,2026-07-27,Roleplay coach,2
user07@sample.invalid,2026-07-28,CRM assistant,1
user07@sample.invalid,2026-07-29,Data explainer,1
user07@sample.invalid,2026-07-31,Roleplay coach,1
user07@sample.invalid,2026-08-03,Roleplay coach,1
user07@sample.invalid,2026-08-04,Roleplay coach,2
user07@sample.invalid,2026-08-05,Roleplay coach,1
user07@sample.invalid,2026-08-06,Roleplay coach,2
user07@sample.invalid,2026-08-07,Data explainer,1
user07@sample.invalid,2026-08-10,CRM assistant,1
user07@sample.invalid,2026-08-12,CRM assistant,1
user07@sample.invalid,2026-08-13,CRM assistant,1
user07@sample.invalid,2026-08-14,Roleplay coach,1
user07@sample.invalid,2026-08-17,Roleplay coach,1
user07@sample.invalid,2026-08-18,Roleplay coach,1
user07@sample.invalid,2026-08-19,CRM assistant,1
user07@sample.invalid,2026-08-21,Roleplay coach,2
user07@sample.invalid,2026-08-24,Roleplay coach,2
user07@sample.invalid,2026-08-25,Data explainer,1
user07@sample.invalid,2026-08-28,Roleplay coach,1
user07@sample.invalid,2026-08-31,CRM assistant,1
user07@sample.invalid,2026-09-01,Data explainer,2
user07@sample.invalid,2026-09-02,Roleplay coach,1
user07@sample.invalid,2026-09-03,CRM assistant,1
user07@sample.invalid,2026-09-04,Roleplay coach,1
user08@sample.invalid,2026-07-21,Knowledge assistant,1
user08@sample.invalid,2026-07-22,CRM assistant,1
user08@sample.invalid,2026-07-28,Knowledge assistant,1
user08@sample.invalid,2026-07-29,CRM assistant,2
user08@sample.invalid,2026-08-04,Knowledge assistant,1
user08@sample.invalid,2026-08-07,CRM assistant,1
user08@sample.invalid,2026-08-12,Knowledge assistant,1
user08@sample.invalid,2026-08-13,CRM assistant,1
user08@sample.invalid,2026-08-17,Knowledge assistant,1
user08@sample.invalid,2026-08-18,Meeting summarizer,2
user08@sample.invalid,2026-08-19,CRM assistant,2
user08@sample.invalid,2026-08-21,Knowledge assistant,1
user08@sample.invalid,2026-08-24,Knowledge assistant,2
user08@sample.invalid,2026-08-25,CRM assistant,1
user08@sample.invalid,2026-08-26,Knowledge assistant,1
user08@sample.invalid,2026-08-27,Meeting summarizer,2
user08@sample.invalid,2026-08-31,Meeting summarizer,2
user08@sample.invalid,2026-09-02,CRM assistant,2
user08@sample.invalid,2026-09-03,Knowledge assistant,2
user08@sample.invalid,2026-09-04,CRM assistant,2
user09@sample.invalid,2026-07-16,CRM assistant,1
user09@sample.invalid,2026-08-06,CRM assistant,1
user09@sample.invalid,2026-08-10,CRM assistant,1
user09@sample.invalid,2026-08-13,CRM assistant,2
user09@sample.invalid,2026-08-19,CRM assistant,2
user09@sample.invalid,2026-08-25,CRM assistant,2
user09@sample.invalid,2026-08-26,CRM assistant,1
user09@sample.invalid,2026-08-27,CRM assistant,1
user09@sample.invalid,2026-08-28,CRM assistant,2
user09@sample.invalid,2026-09-02,CRM assistant,1
user09@sample.invalid,2026-09-03,CRM assistant,2
user09@sample.invalid,2026-09-04,CRM assistant,1
user10@sample.invalid,2026-07-20,Knowledge assistant,1
user10@sample.invalid,2026-07-21,Knowledge assistant,2
user10@sample.invalid,2026-07-22,Meeting summarizer,2
user10@sample.invalid,2026-07-23,Knowledge assistant,1
user10@sample.invalid,2026-07-24,Knowledge assistant,1
user10@sample.invalid,2026-07-27,Knowledge assistant,2
user10@sample.invalid,2026-07-28,Meeting summarizer,2
user10@sample.invalid,2026-07-29,Meeting summarizer,1
user10@sample.invalid,2026-07-30,Meeting summarizer,2
user10@sample.invalid,2026-07-31,Knowledge assistant,1
user10@sample.invalid,2026-08-03,Meeting summarizer,2
user10@sample.invalid,2026-08-05,Knowledge assistant,1
user10@sample.invalid,2026-08-06,Knowledge assistant,1
user10@sample.invalid,2026-08-10,Meeting summarizer,1
user10@sample.invalid,2026-08-11,Knowledge assistant,1
user10@sample.invalid,2026-08-14,Meeting summarizer,1
user10@sample.invalid,2026-08-17,Meeting summarizer,1
user10@sample.invalid,2026-08-18,Meeting summarizer,1
user10@sample.invalid,2026-08-19,Meeting summarizer,1
user10@sample.invalid,2026-08-20,Knowledge assistant,2
user10@sample.invalid,2026-08-28,Meeting summarizer,1
user11@sample.invalid,2026-07-14,Knowledge assistant,2
user11@sample.invalid,2026-07-16,Knowledge assistant,1
user11@sample.invalid,2026-07-17,Knowledge assistant,2
user11@sample.invalid,2026-07-20,Drafting assistant,2
user11@sample.invalid,2026-07-22,Knowledge assistant,1
user11@sample.invalid,2026-07-23,Meeting summarizer,1
user11@sample.invalid,2026-07-24,Drafting assistant,1
user11@sample.invalid,2026-07-27,Meeting summarizer,1
user11@sample.invalid,2026-07-28,Knowledge assistant,2
user11@sample.invalid,2026-07-29,Drafting assistant,1
user11@sample.invalid,2026-07-30,Drafting assistant,2
user11@sample.invalid,2026-07-31,Knowledge assistant,2
user11@sample.invalid,2026-08-03,Meeting summarizer,1
user11@sample.invalid,2026-08-04,Roleplay coach,1
user11@sample.invalid,2026-08-05,Roleplay coach,1
user11@sample.invalid,2026-08-06,Roleplay coach,1
user11@sample.invalid,2026-08-07,CRM assistant,1
user11@sample.invalid,2026-08-10,Knowledge assistant,1
user11@sample.invalid,2026-08-11,Knowledge assistant,2
user11@sample.invalid,2026-08-12,Knowledge assistant,2
user11@sample.invalid,2026-08-13,CRM assistant,1
user11@sample.invalid,2026-08-14,CRM assistant,1
user11@sample.invalid,2026-08-17,Drafting assistant,1
user11@sample.invalid,2026-08-18,Knowledge assistant,1
user11@sample.invalid,2026-08-19,Drafting assistant,2
user11@sample.invalid,2026-08-20,Knowledge assistant,1
user11@sample.invalid,2026-08-21,Roleplay coach,1
user11@sample.invalid,2026-08-24,Knowledge assistant,1
user11@sample.invalid,2026-08-25,CRM assistant,2
user11@sample.invalid,2026-08-26,Meeting summarizer,1
user11@sample.invalid,2026-08-27,Roleplay coach,1
user11@sample.invalid,2026-08-28,Knowledge assistant,2
user11@sample.invalid,2026-08-31,Meeting summarizer,2
user11@sample.invalid,2026-09-01,Meeting summarizer,2
user11@sample.invalid,2026-09-02,CRM assistant,1
user11@sample.invalid,2026-09-03,Meeting summarizer,1
user11@sample.invalid,2026-09-04,Meeting summarizer,1
user12@sample.invalid,2026-07-21,CRM assistant,1
user12@sample.invalid,2026-07-22,Roleplay coach,1
user12@sample.invalid,2026-07-27,Data explainer,1
user12@sample.invalid,2026-07-31,Data explainer,1
user12@sample.invalid,2026-08-04,Roleplay coach,2
user12@sample.invalid,2026-08-05,Roleplay coach,2
user12@sample.invalid,2026-08-06,Roleplay coach,1
user12@sample.invalid,2026-08-07,Roleplay coach,1
user12@sample.invalid,2026-08-10,Data explainer,1
user12@sample.invalid,2026-08-11,Roleplay coach,2
user12@sample.invalid,2026-08-13,Data explainer,1
user12@sample.invalid,2026-08-17,CRM assistant,2
user12@sample.invalid,2026-08-18,Roleplay coach,2
user12@sample.invalid,2026-08-19,Roleplay coach,1
user12@sample.invalid,2026-08-20,CRM assistant,2
user12@sample.invalid,2026-08-21,Data explainer,1
user12@sample.invalid,2026-08-24,Data explainer,1
user12@sample.invalid,2026-08-25,CRM assistant,2
user12@sample.invalid,2026-08-26,Roleplay coach,2
user12@sample.invalid,2026-08-27,Data explainer,1
user12@sample.invalid,2026-08-28,Roleplay coach,2
user12@sample.invalid,2026-08-31,CRM assistant,1
user12@sample.invalid,2026-09-01,CRM assistant,1
user12@sample.invalid,2026-09-02,CRM assistant,2
user12@sample.invalid,2026-09-04,Roleplay coach,1
user13@sample.invalid,2026-07-27,Knowledge assistant,2
user13@sample.invalid,2026-07-29,Drafting assistant,1
user13@sample.invalid,2026-07-30,Knowledge assistant,1
user13@sample.invalid,2026-07-31,Knowledge assistant,1
user13@sample.invalid,2026-08-06,Knowledge assistant,1
user13@sample.invalid,2026-08-07,Drafting assistant,1
user13@sample.invalid,2026-08-11,Knowledge assistant,1
user13@sample.invalid,2026-08-12,Knowledge assistant,2
user13@sample.invalid,2026-08-13,Meeting summarizer,1
user13@sample.invalid,2026-08-14,Meeting summarizer,1
user13@sample.invalid,2026-08-17,Meeting summarizer,1
user13@sample.invalid,2026-08-18,Drafting assistant,2
user13@sample.invalid,2026-08-19,Drafting assistant,1
user13@sample.invalid,2026-08-24,Meeting summarizer,1
user13@sample.invalid,2026-08-26,Meeting summarizer,1
user13@sample.invalid,2026-08-27,Meeting summarizer,1
user13@sample.invalid,2026-08-28,Drafting assistant,1
user13@sample.invalid,2026-09-01,Meeting summarizer,2
user13@sample.invalid,2026-09-03,Knowledge assistant,2
user13@sample.invalid,2026-09-04,Meeting summarizer,2
user14@sample.invalid,2026-07-31,Roleplay coach,2
user14@sample.invalid,2026-08-04,Roleplay coach,2
user14@sample.invalid,2026-08-05,CRM assistant,2
user14@sample.invalid,2026-08-07,CRM assistant,1
user14@sample.invalid,2026-08-10,CRM assistant,1
user14@sample.invalid,2026-08-11,Meeting summarizer,1
user14@sample.invalid,2026-08-12,Roleplay coach,2
user14@sample.invalid,2026-08-13,Meeting summarizer,1
user14@sample.invalid,2026-08-14,Roleplay coach,1
user14@sample.invalid,2026-08-18,CRM assistant,1
user14@sample.invalid,2026-08-19,CRM assistant,1
user14@sample.invalid,2026-08-20,CRM assistant,1
user14@sample.invalid,2026-08-21,CRM assistant,1
user14@sample.invalid,2026-08-25,Roleplay coach,2
user14@sample.invalid,2026-08-26,CRM assistant,2
user14@sample.invalid,2026-08-27,CRM assistant,1
user14@sample.invalid,2026-08-28,Roleplay coach,1
user14@sample.invalid,2026-09-01,Roleplay coach,1
user14@sample.invalid,2026-09-03,CRM assistant,1
user14@sample.invalid,2026-09-04,Meeting summarizer,1
user15@sample.invalid,2026-07-22,Knowledge assistant,1
user15@sample.invalid,2026-07-27,Knowledge assistant,1
user15@sample.invalid,2026-07-29,Knowledge assistant,1
user15@sample.invalid,2026-08-20,Knowledge assistant,1
user15@sample.invalid,2026-08-25,Knowledge assistant,1
user15@sample.invalid,2026-09-03,Knowledge assistant,1
user16@sample.invalid,2026-07-16,CRM assistant,1
user16@sample.invalid,2026-07-17,CRM assistant,2
user16@sample.invalid,2026-07-20,CRM assistant,1
user16@sample.invalid,2026-07-23,CRM assistant,2
user16@sample.invalid,2026-07-30,CRM assistant,2
user16@sample.invalid,2026-07-31,CRM assistant,1
user16@sample.invalid,2026-08-04,CRM assistant,2
user16@sample.invalid,2026-08-07,CRM assistant,1
user16@sample.invalid,2026-08-19,CRM assistant,2
user16@sample.invalid,2026-09-01,CRM assistant,2
user17@sample.invalid,2026-07-16,Meeting summarizer,1
user17@sample.invalid,2026-07-21,Meeting summarizer,1
user17@sample.invalid,2026-07-24,Meeting summarizer,2
user17@sample.invalid,2026-08-10,Meeting summarizer,1
user17@sample.invalid,2026-08-17,Meeting summarizer,1
user17@sample.invalid,2026-08-19,Meeting summarizer,2
user17@sample.invalid,2026-08-21,Meeting summarizer,1
user17@sample.invalid,2026-09-03,Meeting summarizer,1
user18@sample.invalid,2026-07-20,Drafting assistant,2
user18@sample.invalid,2026-07-22,Data explainer,1
user18@sample.invalid,2026-07-28,Drafting assistant,1
user18@sample.invalid,2026-07-30,Data explainer,1
user18@sample.invalid,2026-07-31,Drafting assistant,1
user18@sample.invalid,2026-08-03,Data explainer,1
user18@sample.invalid,2026-08-04,Data explainer,1
user18@sample.invalid,2026-08-05,Data explainer,1
user18@sample.invalid,2026-08-06,Drafting assistant,1
user18@sample.invalid,2026-08-07,Drafting assistant,2
user18@sample.invalid,2026-08-10,Data explainer,2
user18@sample.invalid,2026-08-11,Data explainer,2
user18@sample.invalid,2026-08-12,Drafting assistant,2
user18@sample.invalid,2026-08-13,Drafting assistant,1
user18@sample.invalid,2026-08-14,Data explainer,2
user18@sample.invalid,2026-08-17,Drafting assistant,1
user18@sample.invalid,2026-08-18,Data explainer,1
user21@sample.invalid,2026-07-14,Drafting assistant,1
user21@sample.invalid,2026-07-16,Roleplay coach,1
user21@sample.invalid,2026-07-17,Knowledge assistant,1
user21@sample.invalid,2026-07-20,Drafting assistant,2
user21@sample.invalid,2026-07-21,CRM assistant,1
user21@sample.invalid,2026-07-22,Meeting summarizer,2
user21@sample.invalid,2026-07-23,Roleplay coach,1
user21@sample.invalid,2026-07-24,CRM assistant,1
user21@sample.invalid,2026-07-28,Knowledge assistant,2
user21@sample.invalid,2026-07-29,CRM assistant,1
user21@sample.invalid,2026-07-30,Drafting assistant,1
user21@sample.invalid,2026-07-31,Meeting summarizer,1
user21@sample.invalid,2026-08-03,Drafting assistant,2
user21@sample.invalid,2026-08-04,Roleplay coach,1
user21@sample.invalid,2026-08-05,CRM assistant,1
user21@sample.invalid,2026-08-06,CRM assistant,1
user21@sample.invalid,2026-08-07,Drafting assistant,1
user21@sample.invalid,2026-08-10,Roleplay coach,1
user21@sample.invalid,2026-08-11,Drafting assistant,1
user21@sample.invalid,2026-08-12,Meeting summarizer,1
user21@sample.invalid,2026-08-13,Drafting assistant,1
user21@sample.invalid,2026-08-14,Knowledge assistant,2
user21@sample.invalid,2026-08-17,Drafting assistant,2
user21@sample.invalid,2026-08-18,Meeting summarizer,1
user21@sample.invalid,2026-08-19,Knowledge assistant,1
user21@sample.invalid,2026-08-20,CRM assistant,1
user21@sample.invalid,2026-08-21,Roleplay coach,2
user21@sample.invalid,2026-08-24,Drafting assistant,2
user21@sample.invalid,2026-08-25,CRM assistant,1
user21@sample.invalid,2026-08-26,Roleplay coach,1
user21@sample.invalid,2026-08-27,Knowledge assistant,1
user21@sample.invalid,2026-08-28,CRM assistant,1
user21@sample.invalid,2026-08-31,Roleplay coach,1
user21@sample.invalid,2026-09-01,Meeting summarizer,1
user21@sample.invalid,2026-09-02,CRM assistant,2
user21@sample.invalid,2026-09-03,Drafting assistant,1
user21@sample.invalid,2026-09-04,Roleplay coach,1
user22@sample.invalid,2026-07-16,CRM assistant,1
user22@sample.invalid,2026-07-17,CRM assistant,2
user22@sample.invalid,2026-07-20,Roleplay coach,1
user22@sample.invalid,2026-07-21,CRM assistant,1
user22@sample.invalid,2026-07-22,Knowledge assistant,1
user22@sample.invalid,2026-07-23,Roleplay coach,1
user22@sample.invalid,2026-07-24,Data explainer,1
user22@sample.invalid,2026-07-27,Meeting summarizer,1
user22@sample.invalid,2026-07-28,CRM assistant,1
user22@sample.invalid,2026-07-29,Roleplay coach,1
user22@sample.invalid,2026-07-30,Roleplay coach,1
user22@sample.invalid,2026-08-03,Data explainer,1
user22@sample.invalid,2026-08-04,CRM assistant,1
user22@sample.invalid,2026-08-05,Knowledge assistant,1
user22@sample.invalid,2026-08-06,CRM assistant,1
user22@sample.invalid,2026-08-07,Knowledge assistant,1
user22@sample.invalid,2026-08-10,Meeting summarizer,2
user22@sample.invalid,2026-08-11,Roleplay coach,1
user22@sample.invalid,2026-08-12,Knowledge assistant,1
user22@sample.invalid,2026-08-13,Roleplay coach,2
user22@sample.invalid,2026-08-14,Knowledge assistant,1
user22@sample.invalid,2026-08-17,Data explainer,1
user22@sample.invalid,2026-08-18,Meeting summarizer,1
user22@sample.invalid,2026-08-19,Knowledge assistant,2
user22@sample.invalid,2026-08-20,Roleplay coach,1
user22@sample.invalid,2026-08-21,CRM assistant,1
user22@sample.invalid,2026-08-24,Knowledge assistant,1
user22@sample.invalid,2026-08-25,Roleplay coach,1
user22@sample.invalid,2026-08-26,Meeting summarizer,1
user22@sample.invalid,2026-08-27,Data explainer,2
user22@sample.invalid,2026-08-28,Meeting summarizer,1
user22@sample.invalid,2026-08-31,Meeting summarizer,1
user22@sample.invalid,2026-09-01,Data explainer,1
user22@sample.invalid,2026-09-02,Knowledge assistant,1
user22@sample.invalid,2026-09-03,Meeting summarizer,1
user22@sample.invalid,2026-09-04,CRM assistant,2
user23@sample.invalid,2026-07-13,Knowledge assistant,1
user23@sample.invalid,2026-07-14,Knowledge assistant,1
user23@sample.invalid,2026-07-16,CRM assistant,1
user23@sample.invalid,2026-07-22,Meeting summarizer,1
user23@sample.invalid,2026-07-23,Drafting assistant,1
user23@sample.invalid,2026-07-24,Drafting assistant,1
user23@sample.invalid,2026-07-27,Roleplay coach,2
user23@sample.invalid,2026-07-28,Drafting assistant,1
user23@sample.invalid,2026-07-29,Knowledge assistant,1
user23@sample.invalid,2026-07-30,Drafting assistant,1
user23@sample.invalid,2026-07-31,Knowledge assistant,1
user23@sample.invalid,2026-08-03,Drafting assistant,2
user23@sample.invalid,2026-08-04,Meeting summarizer,1
user23@sample.invalid,2026-08-05,Drafting assistant,1
user23@sample.invalid,2026-08-06,Knowledge assistant,1
user23@sample.invalid,2026-08-07,Drafting assistant,1
user23@sample.invalid,2026-08-10,CRM assistant,1
user23@sample.invalid,2026-08-11,Knowledge assistant,1
user23@sample.invalid,2026-08-12,Drafting assistant,1
user23@sample.invalid,2026-08-13,Meeting summarizer,1
user23@sample.invalid,2026-08-14,CRM assistant,1
user23@sample.invalid,2026-08-17,CRM assistant,1
user23@sample.invalid,2026-08-18,Knowledge assistant,1
user23@sample.invalid,2026-08-19,Roleplay coach,1
user23@sample.invalid,2026-08-20,Roleplay coach,1
user23@sample.invalid,2026-08-21,Meeting summarizer,1
user23@sample.invalid,2026-08-24,Roleplay coach,1
user23@sample.invalid,2026-08-25,Knowledge assistant,2
user23@sample.invalid,2026-08-26,Drafting assistant,1
user23@sample.invalid,2026-08-27,CRM assistant,1
user23@sample.invalid,2026-08-28,Drafting assistant,2
user23@sample.invalid,2026-08-31,Knowledge assistant,2
user23@sample.invalid,2026-09-01,Meeting summarizer,1
user23@sample.invalid,2026-09-02,CRM assistant,1
